employee_id,department,job_role,education_level,work_mode,city,age,years_experience,monthly_salary,training_hours,projects_completed,overtime_hours,satisfaction_score,performance_category
EMP00500,Marketing,Software Engineer,Bachelor,Onsite,Semarang,33,30,5876486.0,18.0,19,33,4.8,Low
EMP00501,Sales,Customer Success,,Onsite,Semarang,55,19,16817281.0,20.0,12,37,3.2,Medium
EMP00502,HR,Data Analyst,High School,Onsite,Surabaya,28,9,15764760.0,16.0,10,19,2.7,High
EMP00503,Finance,Sales Executive,High School,Onsite,Medan,44,1,26691199.0,4.0,1,0,4.9,Low
EMP00504,HR,Finance Analyst,,Hybrid,Jakarta,33,22,25135190.0,,9,3,3.7,High
EMP00505,HR,Software Engineer,Master,Hybrid,Semarang,24,25,5191123.0,7.0,1,8,1.4,High
EMP00506,HR,Data Engineer,High School,Remote,Surabaya,55,4,12415446.0,54.0,0,29,4.7,High
EMP00507,Sales,HR Officer,High School,Remote,Medan,57,9,15940913.0,24.0,6,29,3.6,Medium
EMP00508,IT,Sales Executive,High School,Hybrid,Bandung,30,2,13652707.0,73.0,3,4,4.6,Low
EMP00509,Finance,Product Manager,High School,Onsite,Yogyakarta,22,13,25282869.0,65.0,7,28,1.6,Medium
EMP00510,Operations,HR Officer,High School,Hybrid,Yogyakarta,36,27,29649627.0,2.0,2,27,1.8,Medium
EMP00511,Finance,Customer Success,High School,Onsite,Medan,46,25,20678484.0,56.0,9,24,2.7,High
EMP00512,Operations,Finance Analyst,Diploma,Remote,Medan,28,32,,4.0,6,2,2.3,Low
EMP00513,IT,Marketing Specialist,Bachelor,Onsite,Surabaya,43,29,12411273.0,68.0,8,39,,Medium
EMP00514,Sales,Marketing Specialist,Master,Onsite,Jakarta,56,24,14543596.0,26.0,8,27,1.1,Medium
EMP00515,Marketing,Data Engineer,Master,Onsite,Yogyakarta,26,21,21971694.0,47.0,13,7,2.6,High
EMP00516,Operations,Marketing Specialist,Diploma,Remote,Bandung,26,18,21690100.0,300.0,12,4,3.0,Low
EMP00517,HR,Data Engineer,Master,Onsite,Semarang,48,22,,38.0,13,32,3.0,High
EMP00518,Sales,Data Engineer,Bachelor,Onsite,Jakarta,57,15,,5.0,19,4,2.4,Low
EMP00519,Operations,Sales Executive,Diploma,Onsite,Surabaya,46,8,10945144.0,63.0,7,34,2.7,High
EMP00520,Marketing,Finance Analyst,Bachelor,Onsite,Medan,44,20,11393451.0,,7,7,4.3,Low
EMP00521,HR,Finance Analyst,Bachelor,Onsite,Semarang,40,21,,,10,36,3.7,Low
EMP00522,Marketing,Software Engineer,High School,Hybrid,Semarang,48,28,29988427.0,9.0,6,18,4.4,Medium
EMP00523,it,Finance Analyst,High School,Remote,Medan,21,21,22773220.0,,19,25,1.4,Low
EMP00524,HR,Product Manager,Bachelor,Hybrid,Medan,59,15,10494279.0,10.0,1,21,3.1,High
EMP00525,IT,Data Engineer,High School,Remote,Surabaya,35,17,,66.0,14,16,3.0,Medium
EMP00526,Operations,Data Engineer,Diploma,Remote,Yogyakarta,35,17,15921755.0,35.0,19,18,1.4,Low
EMP00527,HR,Data Analyst,,Onsite,Yogyakarta,27,27,13234289.0,75.0,17,24,3.3,Low
EMP00528,Marketing,Sales Executive,High School,Hybrid,Jakarta,59,24,23839175.0,12.0,16,21,4.9,Medium
EMP00529,Finance,Software Engineer,Master,Onsite,Yogyakarta,41,5,250000000.0,42.0,4,38,4.2,High
EMP00530,Sales,Data Engineer,,Hybrid,Bandung,40,34,20818524.0,45.0,3,38,1.1,High
EMP00531,Marketing,Product Manager,Diploma,Hybrid,Surabaya,22,11,12612492.0,54.0,4,4,1.1,Medium
EMP00532,Sales,Software Engineer,Bachelor,Onsite,Jakarta,26,23,25076058.0,,13,21,2.8,Low
EMP00533,IT,Software Engineer,Diploma,Remote,Semarang,23,2,26386709.0,62.0,5,22,3.2,Low
EMP00534,HR,Data Engineer,Master,Onsite,Yogyakarta,30,18,27276282.0,40.0,13,0,2.6,Low
EMP00535,HR,Software Engineer,High School,Hybrid,Jakarta,53,3,12127753.0,62.0,6,21,,High
EMP00536,Operations,Marketing Specialist,High School,Onsite,Yogyakarta,45,10,14887288.0,500.0,19,2,3.3,Low
EMP00537,Sales,Marketing Specialist,Bachelor,Hybrid,Medan,28,34,7523591.0,,0,39,1.3,Medium
EMP00538,Marketing,HR Officer,Diploma,Remote,Yogyakarta,51,21,5599740.0,37.0,3,7,4.8,High
EMP00539,Finance,Software Engineer,Master,Hybrid,Medan,21,3,8257673.0,59.0,5,12,2.8,High
EMP00540,HR,Customer Success,Master,Onsite,Bandung,45,1,14776616.0,19.0,4,31,,Medium
EMP00541,Sales,Data Analyst,Bachelor,Hybrid,Jakarta,58,26,15191049.0,26.0,17,22,1.4,High
EMP00542,it,Sales Executive,High School,Onsite,Medan,44,28,,15.0,12,25,3.0,Low
EMP00543,IT,Marketing Specialist,High School,Hybrid,Surabaya,28,3,5802504.0,2.0,19,30,,Low
EMP00544,Sales,HR Officer,,Onsite,Yogyakarta,23,5,25794087.0,22.0,18,34,1.3,Low
EMP00545,Finance,Customer Success,High School,Hybrid,Bandung,32,30,8106339.0,12.0,12,25,1.2,Low
EMP00546,Sales,Data Analyst,Diploma,Remote,Medan,42,8,20194715.0,73.0,17,21,3.9,Low
EMP00547,Finance,Customer Success,Master,Remote,Semarang,38,27,27467546.0,74.0,17,3,4.7,High
EMP00548,Finance,Data Engineer,Diploma,Remote,Semarang,47,2,7060694.0,65.0,10,2,4.6,Medium
EMP00549,HR,Sales Executive,Master,Onsite,Surabaya,50,12,19226311.0,50.0,7,35,,High
EMP00550,Finance,Business Analyst,Bachelor,Hybrid,Surabaya,49,32,29682713.0,58.0,4,34,2.6,Low
EMP00551,Sales,Customer Success,High School,Hybrid,Surabaya,56,26,27642608.0,20.0,10,1,1.7,Medium
EMP00552,Marketing,Sales Executive,Master,Hybrid,Jakarta,31,8,18348993.0,3.0,14,17,1.5,Low
EMP00553,Sales,Finance Analyst,High School,Onsite,Surabaya,50,7,16693686.0,49.0,11,30,2.8,Low
EMP00554,Operations,Product Manager,Master,Remote,Surabaya,41,32,16012745.0,76.0,13,16,2.2,Low
EMP00555,HR,Data Analyst,Bachelor,Remote,Medan,38,32,9673803.0,63.0,1,8,2.9,Medium
EMP00556,HR,Product Manager,Diploma,Onsite,Surabaya,52,1,19469432.0,6.0,19,1,3.4,Medium
EMP00557,Marketing,HR Officer,,Hybrid,Jakarta,38,24,28915257.0,,13,25,4.5,Low
EMP00558,Operations,Sales Executive,Diploma,Onsite,Jakarta,37,6,28065566.0,10.0,0,14,2.5,Medium
EMP00559,Operations,Sales Executive,Bachelor,Onsite,Bandung,54,33,26514907.0,29.0,8,38,4.8,Low
EMP00560,Finance,Software Engineer,Bachelor,Onsite,Bandung,22,11,5025640.0,76.0,5,13,2.8,Low
EMP00561,HR,Marketing Specialist,Bachelor,Hybrid,Bandung,51,13,,1.0,9,36,1.0,Low
EMP00562,IT,Finance Analyst,High School,Onsite,Bandung,52,19,27761335.0,11.0,6,5,2.8,Medium
EMP00563,IT,HR Officer,Diploma,Remote,Medan,58,6,29503967.0,49.0,3,27,4.6,Medium
EMP00564,IT,Customer Success,Master,Hybrid,Jakarta,24,11,7391953.0,50.0,9,11,4.4,High
EMP00565,HR,HR Officer,High School,Remote,Yogyakarta,22,9,8337533.0,29.0,16,21,4.2,Low
EMP00566,Marketing,Sales Executive,Bachelor,Remote,Semarang,32,32,20241503.0,79.0,14,30,4.9,High
EMP00567,Sales,HR Officer,Bachelor,Onsite,Bandung,41,23,12780695.0,19.0,11,4,4.0,Medium
EMP00568,Sales,Customer Success,Master,Hybrid,Bandung,36,19,19800151.0,3.0,4,8,3.1,Medium
EMP00569,Finance,Sales Executive,Bachelor,Onsite,Semarang,39,34,24956410.0,7.0,0,19,3.2,Medium
EMP00570,Finance,Data Engineer,Master,Hybrid,Jakarta,45,11,8151992.0,40.0,9,0,1.8,High
EMP00571,Marketing,Product Manager,High School,Onsite,Surabaya,38,3,11776883.0,500.0,12,15,3.3,Low
EMP00572,Marketing,Software Engineer,Diploma,Remote,Semarang,24,1,9034750.0,,3,12,2.2,High
EMP00573,Marketing,Finance Analyst,High School,Onsite,Semarang,36,16,24225646.0,27.0,14,33,1.2,Low
EMP00574,Sales,Data Engineer,High School,Remote,Yogyakarta,55,23,,43.0,14,11,4.5,High
EMP00575,HR,Marketing Specialist,Master,Onsite,Jakarta,26,21,9906295.0,18.0,12,29,1.1,Low
EMP00576,Finance,Business Analyst,Diploma,Hybrid,Medan,41,26,16671813.0,17.0,16,33,,Low
EMP00577,Finance,HR Officer,High School,Hybrid,Medan,43,0,8269440.0,70.0,4,36,1.8,Low
EMP00578,Finance,Sales Executive,Master,Hybrid,Surabaya,50,34,16451012.0,16.0,17,23,3.6,High
EMP00579,Finance,Marketing Specialist,Master,Hybrid,Jakarta,31,31,11804115.0,3.0,13,27,3.3,High
EMP00580,IT,Finance Analyst,High School,Hybrid,Jakarta,42,3,5621424.0,44.0,16,7,3.8,Low
EMP00581,HR,Finance Analyst,Diploma,Onsite,Surabaya,54,23,13123030.0,,16,0,4.5,High
EMP00582,HR,Finance Analyst,Bachelor,Remote,Semarang,39,19,11984429.0,50.0,4,20,2.7,Medium
EMP00583,IT,Customer Success,Bachelor,Remote,Yogyakarta,43,19,15260869.0,7.0,6,14,2.8,Medium
EMP00584,IT,Finance Analyst,Master,Remote,Surabaya,31,30,23412846.0,25.0,14,0,1.8,Low
EMP00585,HR,HR Officer,High School,Remote,Jakarta,52,24,25131685.0,37.0,11,22,1.5,Medium
EMP00586,Finance,Product Manager,High School,Onsite,Semarang,28,22,12037387.0,5.0,6,31,2.8,Low
EMP00587,Sales,HR Officer,High School,Onsite,Surabaya,55,15,10740260.0,72.0,11,36,3.1,Medium
EMP00588,Marketing,HR Officer,Bachelor,Onsite,Medan,26,17,26463571.0,28.0,16,33,1.1,High
EMP00589,Operations,Sales Executive,Diploma,Hybrid,Semarang,32,18,20531721.0,57.0,15,19,1.8,Medium
EMP00590,Operations,Data Engineer,Diploma,Onsite,Semarang,59,16,12210423.0,24.0,19,23,3.5,Medium
EMP00591,Operations,Software Engineer,High School,Remote,Yogyakarta,59,24,29765968.0,37.0,8,19,2.0,High
EMP00592,HR,Product Manager,Bachelor,Onsite,Bandung,31,29,20871630.0,,2,10,2.9,High
EMP00593,Marketing,Software Engineer,Diploma,Hybrid,Jakarta,38,18,19224429.0,39.0,16,0,3.6,High
EMP00594,Marketing,Customer Success,Master,Hybrid,Jakarta,45,8,24908109.0,57.0,14,18,2.9,High
EMP00595,Operations,Customer Success,Master,Onsite,Jakarta,44,31,10216463.0,54.0,10,10,4.0,Medium
EMP00596,Finance,Data Engineer,Diploma,Onsite,Surabaya,40,2,24022181.0,17.0,7,23,3.8,Low
EMP00597,Sales,Software Engineer,High School,Onsite,Jakarta,41,20,8732012.0,34.0,13,35,4.1,Low
EMP00598,Marketing,Data Engineer,High School,Hybrid,Medan,22,18,14791905.0,63.0,8,18,2.0,High
EMP00599,Operations,Sales Executive,Diploma,Hybrid,Yogyakarta,37,17,11407954.0,54.0,11,21,2.1,High
EMP00600,Finance,Data Engineer,,Hybrid,Medan,30,25,25653561.0,,8,4,4.3,High
EMP00601,HR,Customer Success,High School,Onsite,Medan,57,22,17301807.0,48.0,5,27,2.7,Low
EMP00602,Finance,Marketing Specialist,Diploma,Remote,Bandung,30,13,20818734.0,49.0,10,3,3.3,High
EMP00603,IT,Product Manager,High School,Remote,Surabaya,26,27,8467006.0,41.0,16,5,1.6,Low
EMP00604,IT,Business Analyst,Bachelor,Onsite,Medan,30,3,23900048.0,19.0,14,25,4.0,Medium
EMP00605,Marketing,Data Analyst,Diploma,Remote,Jakarta,42,6,23108984.0,40.0,15,22,3.8,Medium
EMP00606,Marketing,Data Engineer,High School,Hybrid,Jakarta,25,8,6524878.0,25.0,13,32,3.8,High
EMP00607,Finance,Finance Analyst,Bachelor,Remote,Jakarta,40,18,11114096.0,68.0,19,36,3.5,Low
EMP00608,Sales,Data Engineer,Bachelor,Remote,Surabaya,37,8,20552722.0,63.0,3,17,2.9,High
EMP00609,HR,Marketing Specialist,Diploma,Onsite,Bandung,37,24,6098191.0,41.0,0,37,1.6,Medium
EMP00610,IT,Data Engineer,Diploma,Remote,Medan,23,23,19125469.0,71.0,17,4,2.9,Low
EMP00611,HR,HR Officer,,Remote,Jakarta,30,5,20593071.0,,5,29,1.7,Low
EMP00612,HR,Finance Analyst,Diploma,Remote,Jakarta,35,9,22002924.0,300.0,19,20,3.3,Low
EMP00613,Finance,Finance Analyst,High School,Remote,Yogyakarta,23,27,22577260.0,73.0,3,6,2.7,Low
EMP00614,Finance,Data Engineer,High School,Remote,Yogyakarta,25,20,29965307.0,68.0,5,33,4.4,Medium
EMP00615,HR,Finance Analyst,Diploma,Onsite,Yogyakarta,47,28,24623641.0,33.0,4,27,2.7,Medium
EMP00616,Marketing,Data Analyst,Bachelor,Remote,Surabaya,26,15,8591113.0,74.0,17,18,2.6,Medium
EMP00617,IT,Customer Success,High School,Hybrid,Yogyakarta,42,33,13767974.0,46.0,10,38,3.0,Low
EMP00618,Operations,HR Officer,High School,Onsite,Surabaya,58,29,,56.0,10,11,4.8,Medium
EMP00619,Marketing,HR Officer,Master,Hybrid,Bandung,32,25,10324607.0,31.0,9,27,2.0,Low
EMP00620,Marketing,Business Analyst,Master,Onsite,Bandung,48,10,21665917.0,23.0,15,5,2.2,Medium
EMP00621,Sales,Business Analyst,Diploma,Remote,Yogyakarta,55,31,7001079.0,,7,1,1.7,Low
EMP00622,Finance,Sales Executive,High School,Hybrid,Bandung,49,17,28893562.0,40.0,9,3,1.1,Medium
EMP00623,Marketing,HR Officer,Diploma,Remote,Jakarta,33,24,,1.0,13,4,1.6,High
EMP00624,it,Business Analyst,Bachelor,Remote,Surabaya,59,14,26948011.0,31.0,11,1,1.1,Medium
EMP00625,Operations,Software Engineer,,Onsite,Yogyakarta,41,0,10294559.0,53.0,2,39,2.6,High
EMP00626,Finance,Business Analyst,Bachelor,Remote,Semarang,30,30,29468386.0,,9,8,2.4,Medium
EMP00627,Operations,Data Analyst,Master,Remote,Yogyakarta,30,27,5773356.0,53.0,12,7,4.4,High
EMP00628,HR,Customer Success,High School,Remote,Surabaya,39,22,10055055.0,1.0,10,5,4.6,Low
EMP00629,Marketing,Business Analyst,Master,Onsite,Medan,31,4,5633455.0,47.0,16,6,4.8,Low
EMP00630,Sales,Product Manager,High School,Onsite,Semarang,30,22,5512362.0,56.0,3,21,2.2,Medium
EMP00631,Sales,HR Officer,Diploma,Remote,Jakarta,27,7,9788590.0,,18,30,,High
EMP00632,Marketing,Customer Success,Master,Remote,Semarang,28,27,8143925.0,26.0,0,4,2.4,High
EMP00633,it,Product Manager,High School,Onsite,Jakarta,48,5,6729491.0,24.0,14,30,3.5,Medium
EMP00634,Sales,HR Officer,Master,Remote,Semarang,25,16,150000000.0,1.0,6,6,1.5,Medium
EMP00635,IT,Data Engineer,Master,Onsite,Yogyakarta,45,18,26444357.0,16.0,7,13,,Medium
EMP00636,Finance,Finance Analyst,High School,Hybrid,Medan,40,16,28404874.0,71.0,13,34,4.4,High
EMP00637,Operations,HR Officer,Bachelor,Remote,Surabaya,37,17,26295457.0,69.0,4,30,1.4,High
EMP00638,Operations,HR Officer,Master,Onsite,Semarang,25,33,14964083.0,77.0,13,9,1.7,Medium
EMP00639,Marketing,Customer Success,Master,Onsite, jakarta ,30,10,14580034.0,45.0,11,13,1.2,Low
EMP00640,IT,Finance Analyst,Bachelor,Hybrid,Surabaya,57,4,,62.0,14,31,4.1,High
EMP00641,HR,Product Manager,Master,Remote,Jakarta,36,31,20164614.0,40.0,7,3,2.5,Medium
EMP00642,HR,Product Manager,,Hybrid,Bandung,45,7,18046748.0,75.0,19,35,3.6,Medium
EMP00643,Finance,Software Engineer,,Remote,Yogyakarta,42,22,27485562.0,18.0,4,25,,Low
EMP00644,Marketing,Data Analyst,Diploma,Remote,Yogyakarta,21,8,23763934.0,65.0,14,15,3.1,Medium
EMP00645,Finance,Software Engineer,High School,Remote,Semarang,51,27,15412279.0,3.0,16,23,4.0,Low
EMP00646,IT,Business Analyst,,Remote,Yogyakarta,22,17,23644418.0,47.0,16,2,1.5,Medium
EMP00647,Finance,HR Officer,Master,Hybrid,Yogyakarta,56,20,19381220.0,70.0,3,1,4.6,High
EMP00648,Operations,Data Engineer,High School,Hybrid,Semarang,21,21,16031214.0,500.0,12,19,1.7,High
EMP00649,Sales,Marketing Specialist,Diploma,Hybrid,Yogyakarta,40,29,23769489.0,0.0,9,32,3.1,High
EMP00650,Finance,Sales Executive,Bachelor,Remote,Yogyakarta,46,10,25822811.0,2.0,16,8,2.4,Low
EMP00651,Operations,Product Manager,Master,Onsite,Jakarta,37,33,10593006.0,30.0,2,8,3.6,Medium
EMP00652,Finance,Finance Analyst,,Hybrid,Jakarta,46,17,24717359.0,15.0,11,8,1.2,Low
EMP00653,HR,Product Manager,,Hybrid,Semarang,50,25,21200366.0,49.0,8,8,2.7,High
EMP00654,HR,Product Manager,Master,Remote,Surabaya,22,29,19380799.0,41.0,15,25,4.9,Low
EMP00655,Operations,Sales Executive,Diploma,Onsite,Semarang,32,22,8752447.0,32.0,14,38,,Low
EMP00656,Sales,Sales Executive,High School,Remote,Bandung,38,24,17696544.0,49.0,7,10,2.2,Low
EMP00657,IT,Software Engineer,Bachelor,Remote,Medan,30,2,19312633.0,45.0,7,34,4.5,Low
EMP00658,Marketing,Marketing Specialist,High School,Onsite,Yogyakarta,24,34,15335471.0,10.0,2,5,1.3,Medium
EMP00659,Operations,Marketing Specialist,High School,Remote,Bandung,31,19,18671493.0,60.0,12,0,3.9,Medium
EMP00660,HR,Customer Success,Bachelor,Remote,Medan,40,30,22503163.0,69.0,2,24,3.2,Low
EMP00661,Operations,Data Analyst,Master,Remote,Surabaya,46,5,17143037.0,31.0,19,15,5.0,Medium
EMP00662,Operations,Data Engineer,High School,Onsite,Jakarta,22,9,23001098.0,10.0,4,7,1.7,Low
EMP00663,Operations,Marketing Specialist,Master,Remote,Surabaya,25,18,18431292.0,77.0,15,6,1.4,High
EMP00664,Sales,Business Analyst,Bachelor,Onsite,Bandung,42,15,8813599.0,31.0,5,31,4.2,Low
EMP00665,Operations,Data Analyst,Diploma,Remote,Surabaya,57,31,14618810.0,55.0,5,36,5.0,Low
EMP00666,IT,Data Engineer,Diploma,Remote,Surabaya,46,27,20286908.0,31.0,9,4,2.9,Low
EMP00667,HR,Business Analyst,Bachelor,Onsite,Medan,33,15,8296252.0,,13,39,4.8,High
EMP00668,Finance,Product Manager,Master,Onsite,Bandung,44,25,5939600.0,23.0,11,10,4.6,Low
EMP00669,HR,Marketing Specialist,Master,Remote,Bandung,45,3,10829244.0,71.0,11,24,3.8,Medium
EMP00670,Marketing,Customer Success,High School,Hybrid,Yogyakarta,30,21,27037315.0,28.0,13,37,4.9,Low
EMP00671,Operations,Marketing Specialist,Diploma,Onsite,Jakarta,56,25,28078962.0,21.0,11,5,1.7,Medium
EMP00672,HR,Software Engineer,Diploma,Hybrid,Yogyakarta,34,21,27121166.0,48.0,2,2,1.2,High
EMP00673,Sales,Software Engineer,Master,Hybrid,Yogyakarta,50,15,9208061.0,34.0,10,1,4.8,High
EMP00674,Sales,Business Analyst,Diploma,Onsite,Surabaya,22,9,14103099.0,12.0,1,15,3.5,Low
EMP00675,IT,Product Manager,High School,Onsite,Yogyakarta,40,30,11547024.0,77.0,11,38,,Medium
EMP00676,Sales,Marketing Specialist,Master,Remote,Yogyakarta,40,10,15036893.0,30.0,4,24,2.2,High
EMP00677,Sales,Finance Analyst,High School,Hybrid,Yogyakarta,43,28,25958613.0,18.0,7,220,3.9,Medium
EMP00678,Operations,Data Engineer,High School,Hybrid,Surabaya,35,26,25190059.0,47.0,0,1,4.8,High
EMP00679,Marketing,Customer Success,Diploma,Onsite,Semarang,36,34,17561626.0,74.0,18,16,2.2,Low
EMP00680,Marketing,Product Manager,Bachelor,Onsite,Semarang,31,18,16767735.0,49.0,11,32,2.9,Low
EMP00681,Sales,Product Manager,Master,Remote,Semarang,37,21,18785581.0,75.0,15,31,3.5,High
EMP00682,Marketing,Product Manager,High School,Remote,Semarang,25,7,21096126.0,58.0,0,11,4.9,Medium
EMP00683,Finance,Product Manager,High School,Remote,Bandung,21,14,20850389.0,26.0,17,39,3.4,Low
EMP00684,HR,Customer Success,Diploma,Onsite,Jakarta,44,6,18681535.0,46.0,10,34,1.3,Low
EMP00685,it,Sales Executive,Master,Remote,Medan,39,26,11173808.0,74.0,11,25,2.2,High
EMP00686,Finance,Data Analyst,Bachelor,Remote,Surabaya,40,12,27211997.0,79.0,11,4,4.0,Medium
EMP00687,Operations,Customer Success,High School,Onsite,Yogyakarta,55,15,29442976.0,57.0,19,9,4.5,Low
EMP00688,Sales,Product Manager,Master,Remote,Yogyakarta,35,25,,50.0,4,7,4.3,Medium
EMP00689,HR,Product Manager,Master,Hybrid,Yogyakarta,41,27,15860406.0,1.0,9,5,,Medium
EMP00690,Operations,Software Engineer,Master,Hybrid,Semarang,27,17,8217254.0,,18,30,1.6,Medium
EMP00691,Marketing,Sales Executive,Diploma,Hybrid,Bandung,37,13,21917743.0,3.0,18,18,1.9,Low
EMP00692,Sales,Marketing Specialist,Master,Onsite,Semarang,39,14,24697744.0,,13,36,3.0,High
EMP00693,Marketing,Sales Executive,Diploma,Hybrid,Medan,38,16,19184645.0,52.0,4,39,1.8,Low
EMP00694,Marketing,Data Engineer,Master,Remote,Medan,120,26,14074400.0,79.0,9,14,4.3,High
EMP00695,Marketing,Software Engineer,Bachelor,Hybrid,Jakarta,47,22,25628438.0,72.0,17,17,1.7,Medium
EMP00696,HR,HR Officer,Diploma,Onsite,Surabaya,26,19,25190506.0,7.0,9,5,1.7,High
EMP00697,Operations,Marketing Specialist,Bachelor,Hybrid,Yogyakarta,31,25,14033927.0,,8,22,4.5,Medium
EMP00698,Marketing,Business Analyst,High School,Onsite,Medan,34,23,7101953.0,,15,12,4.6,Low
EMP00699,IT,Customer Success,High School,Onsite,Jakarta,53,6,7490922.0,14.0,10,30,4.1,High
EMP00700,IT,Sales Executive,Master,Onsite,Jakarta,23,25,23126045.0,34.0,0,23,2.2,High
EMP00701,IT,Marketing Specialist,Bachelor,Onsite,Yogyakarta,28,8,8813471.0,38.0,16,14,2.7,High
EMP00702,Sales,Software Engineer,High School,Onsite,Medan,36,3,9476324.0,30.0,4,6,1.4,Low
EMP00703,IT,Finance Analyst,Master,Hybrid,Surabaya,39,12,21374258.0,5.0,1,25,2.4,High
EMP00704,IT,Product Manager,Bachelor,Remote,Surabaya,30,25,12839884.0,13.0,10,17,3.6,Medium
EMP00705,HR,HR Officer,Diploma,Hybrid,Medan,57,6,14797697.0,24.0,6,23,2.9,Medium
EMP00706,Operations,Data Engineer,High School,Remote,Semarang,37,23,21804758.0,21.0,19,8,3.7,Medium
EMP00707,HR,Sales Executive,Master,Onsite,Bandung,42,9,28438895.0,61.0,17,4,1.8,High
EMP00708,Operations,Data Analyst,Bachelor,Onsite,Semarang,41,10,13197095.0,2.0,17,38,2.9,Medium
EMP00709,IT,Finance Analyst,Master,Onsite,Semarang,43,8,25267000.0,3.0,14,8,4.0,Low
EMP00710,Sales,Customer Success,Bachelor,Hybrid,Jakarta,34,26,25273206.0,1.0,7,5,2.5,Low
EMP00711,HR,Customer Success,Master,Onsite,Yogyakarta,33,19,,43.0,10,18,4.1,High
EMP00712,Finance,Software Engineer,Bachelor,Remote,Semarang,27,22,28000933.0,20.0,17,23,4.1,Medium
EMP00713,Operations,HR Officer,,Remote,Semarang,53,14,22812940.0,41.0,1,15,1.7,Medium
EMP00714,Sales,Data Analyst,High School,Remote,Medan,37,7,7915681.0,,17,19,1.9,Low
EMP00715,HR,Software Engineer,Diploma,Hybrid,Yogyakarta,24,17,20405614.0,65.0,17,16,4.1,Low
EMP00716,IT,Business Analyst,Diploma,Hybrid,Semarang,47,29,17931595.0,52.0,8,12,1.3,Medium
EMP00717,Finance,HR Officer,Bachelor,Hybrid,Yogyakarta,26,21,20441216.0,,16,10,3.6,Low
EMP00718,Sales,Finance Analyst,Bachelor,Hybrid,Medan,21,8,16994664.0,49.0,12,9,3.7,High
EMP00719,HR,Customer Success,Master,Onsite,Bandung,28,23,25363835.0,32.0,6,23,3.1,High
EMP00720,Marketing,Marketing Specialist,High School,Remote,Semarang,28,30,23173942.0,58.0,11,11,4.2,Low
EMP00721,Finance,Product Manager,,Onsite,Semarang,42,31,17791836.0,76.0,6,10,3.5,High
EMP00722,IT,Data Analyst,Diploma,Onsite,Semarang,57,8,16357743.0,48.0,14,5,,Medium
EMP00723,Marketing,Sales Executive,Bachelor,Hybrid,Medan,54,23,14570938.0,28.0,14,33,3.0,Low
EMP00724,Operations,Product Manager,High School,Onsite,Jakarta,37,31,25416011.0,45.0,15,15,2.4,Low
EMP00725,Finance,Business Analyst,High School,Hybrid,Yogyakarta,50,34,15712380.0,,0,34,3.1,Medium
EMP00726,Operations,Sales Executive,Diploma,Remote,Jakarta,43,10,19185333.0,1.0,9,28,4.8,Low
EMP00727,IT,Product Manager,Diploma,Hybrid,Yogyakarta,21,4,22302136.0,71.0,11,1,4.4,Low
EMP00728,HR,HR Officer,High School,Hybrid,Surabaya,26,22,23142728.0,0.0,2,26,2.6,Low
EMP00729,Finance,Business Analyst,Bachelor,Remote,Bandung,48,13,14030192.0,22.0,1,6,1.4,Low
EMP00730,Finance,Finance Analyst,Master,Onsite,Jakarta,53,27,28429523.0,36.0,1,30,2.9,Low
EMP00731,Finance,HR Officer,High School,Hybrid,Medan,24,4,29266546.0,,16,18,4.9,Low
EMP00732,HR,Product Manager,Bachelor,Hybrid,Semarang,33,8,27236713.0,16.0,2,11,4.4,Medium
EMP00733,Sales,Marketing Specialist,Master,Hybrid,Bandung,40,21,10097513.0,78.0,7,6,2.6,Medium
EMP00734,Sales,Product Manager,High School,Remote,Surabaya,36,9,27372199.0,64.0,2,13,3.2,Low
EMP00735,Operations,Customer Success,Diploma,Remote,Surabaya,36,10,24261717.0,25.0,7,7,1.3,High
EMP00736,Marketing,Data Engineer,Bachelor,Hybrid,Bandung,59,1,23502482.0,36.0,15,15,2.7,Medium
EMP00737,it,Data Engineer,Diploma,Onsite,Surabaya,21,27,,32.0,5,21,3.7,Low
EMP00738,HR,Finance Analyst,Bachelor,Onsite,Surabaya,41,25,18022698.0,52.0,9,17,2.6,Low
EMP00739,Marketing,Data Engineer,,Remote,Surabaya,55,19,19408480.0,69.0,1,20,2.3,Low
EMP00740,Operations,Data Analyst,High School,Hybrid,Jakarta,39,34,23981774.0,47.0,2,15,2.0,Low
EMP00741,Sales,HR Officer,Master,Onsite,Yogyakarta,31,11,29222994.0,51.0,15,11,4.5,Medium
EMP00742,Finance,Sales Executive,High School,Onsite,Jakarta,36,5,15759139.0,58.0,2,16,2.5,High
EMP00743,Operations,Business Analyst,High School,Hybrid,Yogyakarta,58,11,25315950.0,67.0,17,17,1.4,Medium
EMP00744,Marketing,Finance Analyst,High School,Onsite,Yogyakarta,42,24,17714093.0,32.0,13,33,2.0,Low
EMP00745,Marketing,Software Engineer,High School,Onsite,Semarang,44,25,13499056.0,50.0,3,31,3.1,Low
EMP00746,Marketing,Marketing Specialist,Diploma,Remote,Jakarta,38,15,7749007.0,33.0,11,30,1.3,Low
EMP00747,IT,Software Engineer,Bachelor,Hybrid,Bandung,58,9,25540711.0,,3,21,3.4,High
EMP00748,Sales,Product Manager,Master,Remote,Jakarta,29,24,16202136.0,8.0,18,34,1.5,Low
